1		2		3		4		5
414.0		295.0		12.0		-1		-1
-85.0		305.0		88.0		2		0
302.0		586.0		-2030.0		15		1
-178.0		29.0		-1829.0		4		1
-164.0		69.0		-1814.0		11		0
356.0		292.0		-1850.0		-1		1
467.0		101.0		-1891.0		-1		2
-575.0		80.0		-1963.0		11		-5
-268.0		-31.0		-1527.0		9		0
-401.0		79.0		-1819.0		9		-2
-624.0		-48.0		-115.0		3		-5
-672.0		-56.0		-204.0		-1		-1
Acc.X-Axis	Acc.Y-Axis	Acc.Z-Axis	Left.Vib	Right.Vib
480.0		454.0		-1774.0		37		-2
883.0		328.0		-2041.0		-18		10
699.0		381.0		-2048.0		14		35
844.0		-162.0		-1702.0		-35		-11
271.0		-206.0		-1241.0		-63		-5
262.0		-209.0		-1199.0		-5		10
-768.0		-72.0		-362.0		21		22
987.0		91.0		-1601.0		-63		13
188.0		217.0		-1334.0		-59		8
373.0		109.0		-730.0		-15		16
418.0		224.0		-1559.0		25		17
-177.0		-322.0		-1209.0		-1		11
-144.0		-323.0		-1369.0		-21		28
213.0		-166.0		-1401.0		11		14
-94.0		-134.0		-338.0		10		14
-223.0		-40.0		-642.0		30		-14
-346.0		-3.0		128.0		27		-36
146.0		225.0		-2048.0		4		21
-827.0		-139.0		-794.0		45		6
-322.0		223.0		330.0		-7		17
-240.0		-315.0		420.0		59		14
354.0		383.0		-1561.0		-15		-25
-237.0		-88.0		-297.0		25		-8
-51.0		-211.0		-596.0		-10		-7
-410.0		337.0		-137.0		24		-17
-708.0		529.0		121.0		39		7
-509.0		-232.0		-863.0		15		10
447.0		94.0		-1659.0		-19		-49
-131.0		149.0		-1313.0		10		3
-400.0		36.0		207.0		-10		28
13.0		80.0		179.0		26		-21
-473.0		-375.0		-712.0		-8		-4
-334.0		-454.0		-741.0		18		-10
-369.0		-305.0		-474.0		13		-3
-283.0		-377.0		-679.0		-22		-6
-403.0		4.0		425.0		12		-31
147.0		212.0		-1037.0		-28		-7
208.0		361.0		-1170.0		-16		-16
-627.0		85.0		494.0		1		18
372.0		443.0		-2048.0		9		23
607.0		634.0		-1762.0		-64		1
162.0		467.0		-2007.0		-37		-4
-632.0		24.0		725.0		-12		-13
-139.0		-222.0		450.0		31		-8
-143.0		252.0		-470.0		40		12
-213.0		216.0		-1796.0		-1		-16
22.0		288.0		-77.0		3		-6
413.0		-208.0		-1420.0		6		2
225.0		-67.0		-2048.0		-13		7
89.0		117.0		-2048.0		0		-26
67.0		396.0		218.0		-28		-4
149.0		453.0		158.0		-6		-19
431.0		1.0		-421.0		31		1
742.0		300.0		-2048.0		26		4
312.0		344.0		-1041.0		-12		-1
-562.0		171.0		-1114.0		14		62
-983.0		279.0		289.0		-5		-13
-908.0		336.0		634.0		4		-11
-600.0		124.0		-1326.0		-7		-16
1014.0		36.0		-1371.0		13		-15
-674.0		311.0		172.0		18		-37
-317.0		302.0		-1722.0		4		-21
-68.0		-17.0		-2048.0		-4		-27
416.0		157.0		-2048.0		-9		-6
320.0		357.0		-1998.0		35		4
1008.0		518.0		-2048.0		-59		-27
571.0		16.0		-2048.0		18		45
110.0		292.0		-2048.0		-23		-8
-305.0		327.0		-2048.0		24		29
962.0		476.0		-2048.0		0		27
185.0		173.0		-858.0		38		14
-906.0		-135.0		-750.0		5		-23
438.0		-84.0		-140.0		15		18
-234.0		-125.0		-1577.0		-35		-17
795.0		399.0		-1445.0		15		-2
593.0		313.0		-1836.0		-73		-6
269.0		302.0		-1665.0		8		-11
-627.0		-443.0		-919.0		5		3
347.0		-3.0		-1625.0		89		-8
6.0		419.0		-348.0		-11		4
-323.0		398.0		-2048.0		-1		25
977.0		261.0		-2048.0		11		19
1169.0		666.0		-1884.0		-54		-22
1194.0		412.0		-1465.0		-19		-11
797.0		-117.0		-1506.0		-95		5
664.0		-52.0		-1256.0		14		1
290.0		-136.0		-1367.0		-14		1
715.0		287.0		-1339.0		-16		-8
424.0		521.0		-1958.0		-31		41
371.0		236.0		-2048.0		-7		10
-777.0		-144.0		-1600.0		30		2
936.0		313.0		-2048.0		8		37
286.0		192.0		-1464.0		20		16
775.0		64.0		-1191.0		12		-11
574.0		464.0		-1917.0		2		-20
247.0		119.0		-2048.0		-48		-18
-138.0		218.0		-19.0		17		-13
-19.0		-104.0		-98.0		21		-5
-97.0		-260.0		363.0		58		4
103.0		272.0		-1209.0		7		-24
-17.0		-129.0		536.0		38		0
50.0		421.0		-2048.0		-20		-6
862.0		567.0		-2047.0		3		1
272.0		237.0		-916.0		4		-15
984.0		497.0		-2048.0		-18		-13
-910.0		5.0		689.0		29		17
-765.0		36.0		38.0		12		27
242.0		-302.0		-1591.0		27		-3
-603.0		-228.0		-1632.0		35		-2
-172.0		-113.0		-1036.0		19		29
404.0		-573.0		-1278.0		50		-3
880.0		483.0		-2048.0		-76		19
-396.0		12.0		525.0		-49		-4
436.0		558.0		-1983.0		67		17
-63.0		-341.0		-708.0		-12		1
-469.0		-166.0		424.0		-13		-6
-721.0		33.0		-1544.0		5		11
762.0		646.0		-2048.0		-7		-3
-253.0		-160.0		-551.0		110		-12
-488.0		-107.0		457.0		-2		-17
-161.0		-121.0		634.0		4		-13
210.0		-218.0		666.0		2		-4
-151.0		-455.0		-20.0		-28		-13
68.0		-302.0		-856.0		10		1
-601.0		-180.0		-1470.0		30		11
91.0		368.0		-1981.0		58		23
473.0		487.0		-2048.0		21		8
963.0		507.0		-1830.0		-17		0
411.0		-46.0		-1794.0		13		2
-366.0		-227.0		-1911.0		-3		1
-446.0		-214.0		-1397.0		11		14
-479.0		-255.0		-1154.0		-43		-9
538.0		108.0		-1753.0		3		-17
485.0		183.0		-1396.0		-39		2
728.0		259.0		-1391.0		-61		4
828.0		181.0		-2048.0		-49		-4
-367.0		373.0		-1932.0		-30		-9
1225.0		471.0		-1962.0		54		11
461.0		288.0		-105.0		8		-5
-228.0		22.0		-7.0		20		5
935.0		-23.0		-1907.0		-15		-7
1368.0		-89.0		-1630.0		-5		-9
862.0		328.0		-1111.0		38		-28
239.0		381.0		-1176.0		-43		-22
-46.0		319.0		-1390.0		4		8
-61.0		341.0		-2048.0		15		-19
425.0		114.0		-1693.0		-55		-23
494.0		362.0		-1519.0		17		0
385.0		452.0		-2048.0		-41		6
306.0		373.0		-2048.0		35		7
-269.0		-41.0		-34.0		9		22
-229.0		-353.0		-1284.0		22		30
-241.0		-361.0		-1289.0		-37		15
30.0		-375.0		199.0		-7		-1
1146.0		153.0		-1607.0		-26		10
-445.0		161.0		-1630.0		27		-3
-573.0		68.0		101.0		20		-16
23.0		377.0		248.0		29		-5
80.0		210.0		-2048.0		-5		-7
399.0		406.0		302.0		47		-43
-206.0		121.0		-329.0		-16		0
11.0		-68.0		181.0		38		-5
-163.0		-202.0		-757.0		15		-21
-41.0		-33.0		158.0		40		12
-23.0		-167.0		-263.0		39		27
-158.0		75.0		377.0		33		-30
37.0		66.0		-271.0		31		-5
48.0		12.0		433.0		45		13
-361.0		-121.0		249.0		-19		11
-289.0		239.0		543.0		-8		-16
-424.0		-41.0		346.0		-3		-2
-60.0		-55.0		159.0		38		-2
-448.0		48.0		15.0		13		-21
-145.0		-12.0		-1495.0		33		-5
-101.0		40.0		-1623.0		1		-5
9.0		77.0		-1759.0		-2		27
970.0		221.0		-2048.0		-14		1
122.0		100.0		-2048.0		-44		-20
556.0		156.0		-2048.0		-33		24
-356.0		-108.0		-986.0		8		37
-43.0		172.0		159.0		26		-20
-667.0		94.0		-68.0		1		-9
-536.0		-76.0		-1066.0		6		8
-604.0		259.0		390.0		-19		-7
-287.0		211.0		53.0		-5		-13
157.0		298.0		-849.0		57		19
-265.0		244.0		-870.0		49		-35
705.0		119.0		-2048.0		-6		0
-185.0		240.0		-1791.0		-19		2
460.0		71.0		-2048.0		-19		-3
53.0		139.0		-2048.0		5		16
-196.0		351.0		-326.0		2		-3
242.0		373.0		-843.0		-3		-1
-359.0		-139.0		-275.0		26		29
-663.0		530.0		671.0		-33		16
-164.0		256.0		-703.0		-22		11
94.0		127.0		-1550.0		11		15
1029.0		303.0		-2048.0		-17		7
603.0		334.0		-2048.0		-7		20
407.0		510.0		-2048.0		-12		-4
725.0		674.0		-2048.0		59		17
1445.0		391.0		-2048.0		29		-4
-816.0		386.0		-794.0		38		16
58.0		-147.0		-150.0		8		-15
-629.0		-13.0		281.0		-11		-4
820.0		212.0		-2048.0		29		14
1114.0		413.0		-2048.0		-17		1
266.0		421.0		-2048.0		-19		-14
793.0		241.0		-2048.0		9		11
1356.0		414.0		-2048.0		16		42
420.0		681.0		-2048.0		-24		7
631.0		197.0		-2048.0		1		19
-584.0		472.0		-40.0		79		-29
509.0		451.0		-2048.0		13		1
324.0		232.0		-2048.0		7		22
749.0		487.0		-2048.0		-43		-11
1074.0		598.0		-2048.0		-53		14
1060.0		460.0		-2048.0		45		-13
265.0		636.0		-2048.0		-29		31
867.0		375.0		-1854.0		-19		16
915.0		391.0		-1893.0		20		18
583.0		437.0		-2048.0		44		-14
578.0		379.0		-2048.0		-17		26
454.0		441.0		-1597.0		-9		12
-578.0		307.0		542.0		9		14
-544.0		-386.0		-809.0		49		-5
-965.0		7.0		456.0		10		-31
-811.0		-24.0		-603.0		-33		6
-675.0		95.0		219.0		-12		-14
814.0		132.0		-1124.0		20		-2
-732.0		-75.0		-736.0		40		27
-49.0		67.0		-491.0		24		-4
224.0		130.0		-1286.0		30		-24
-635.0		-13.0		-424.0		-6		-1
-797.0		-214.0		497.0		24		6
28.0		467.0		-794.0		-10		-15
-162.0		52.0		548.0		32		-18
-206.0		-84.0		242.0		2		6
11.0		43.0		650.0		-6		9
-573.0		-167.0		560.0		60		4
-782.0		-114.0		-129.0		23		8
-1083.0		-229.0		532.0		17		-3
-56.0		407.0		-591.0		-35		23
455.0		339.0		-935.0		-9		-10
437.0		150.0		-1705.0		9		-25
579.0		378.0		-2048.0		-2		8
1012.0		343.0		-2048.0		-34		17
471.0		364.0		-2048.0		-54		-19
193.0		184.0		-2034.0		-26		23
-379.0		425.0		-2048.0		9		7
-511.0		-182.0		445.0		13		4
-238.0		-322.0		-249.0		38		14
474.0		355.0		-2048.0		3		23
115.0		-340.0		358.0		-16		1
-326.0		-499.0		325.0		5		-8
-294.0		-61.0		525.0		-3		-5
-517.0		477.0		512.0		-17		14
212.0		95.0		-2048.0		-24		-7
513.0		235.0		-2048.0		-61		3
286.0		196.0		-2048.0		-23		-6
-485.0		-132.0		688.0		-2		-9
71.0		667.0		-2048.0		-28		3
-275.0		302.0		180.0		12		-6
-461.0		1.0		895.0		-11		-12
-370.0		-298.0		350.0		54		-8
-177.0		81.0		-1571.0		-25		5
-27.0		-358.0		-1271.0		-5		-18
-510.0		-237.0		622.0		58		-6
-733.0		-113.0		-792.0		16		-34
-952.0		42.0		-599.0		16		-27
-519.0		-176.0		542.0		7		4
-188.0		107.0		444.0		7		4
-192.0		269.0		574.0		-11		-7
-74.0		-244.0		-632.0		32		16
